@relation bookkeeperGUI

@attribute Version numeric
@attribute LOC numeric
@attribute NR numeric
@attribute NFix numeric
@attribute NAuth numeric
@attribute LOC_added numeric
@attribute MAX_LOC_added numeric
@attribute Churn numeric
@attribute MAX_Churn numeric
@attribute Age numeric
@attribute Buggy {Yes,No}

@data
1,7,3,0,3,56,48,48,48,35,No
1,10,2,0,2,67,63,63,63,35,No
1,33,2,0,2,257,237,237,237,35,Yes
1,92,3,0,3,139,133,133,133,35,Yes
1,92,4,0,4,150,136,137,136,35,Yes
1,125,3,0,3,181,176,177,176,35,Yes
1,24,2,0,2,47,46,46,46,35,No
1,77,5,1,5,137,127,128,127,35,Yes
1,24,2,0,2,59,58,58,58,35,No
1,82,2,0,2,152,149,149,149,35,Yes
1,41,2,0,2,78,74,74,74,35,No
1,10,1,0,1,37,37,37,37,35,No
1,10,2,0,2,40,38,38,38,35,No
1,10,2,0,2,40,39,39,39,35,No
1,45,4,0,4,107,95,96,95,35,Yes
1,40,3,0,3,91,87,88,87,35,Yes
1,38,4,0,4,78,70,71,70,35,Yes
1,60,4,0,4,123,113,114,113,35,Yes
1,165,6,2,6,414,329,336,329,35,Yes
1,46,4,0,4,93,83,84,83,35,Yes
1,29,3,0,3,63,58,58,58,35,No
1,63,4,0,4,130,122,123,122,35,No
1,186,1,0,1,369,369,369,369,2,Yes
1,121,5,0,5,243,224,231,224,35,Yes
1,366,4,0,4,645,585,586,585,35,Yes
1,202,5,0,5,390,365,366,365,35,Yes
1,50,4,0,4,108,98,99,98,35,Yes
1,17,1,0,1,41,41,41,41,35,No
1,34,2,0,2,79,65,66,65,35,No
1,6,2,0,2,51,47,47,47,35,No
1,93,4,1,4,203,185,183,185,35,Yes
1,26,1,0,1,49,49,49,49,35,No
1,24,1,0,1,50,50,50,50,35,No
1,61,2,0,2,100,97,98,97,35,Yes
1,72,1,0,1,138,138,138,138,35,Yes
1,18,1,0,1,43,43,43,43,35,No
1,18,1,0,1,42,42,42,42,35,No
1,29,1,0,1,56,56,56,56,35,Yes
1,15,2,0,2,52,51,51,51,35,No
1,18,1,0,1,41,41,41,41,35,Yes
1,72,2,0,2,111,104,104,104,35,Yes
1,29,1,0,1,54,54,54,54,35,Yes
1,114,2,0,2,163,162,162,162,35,Yes
1,5701,2,1,2,12222,6127,6367,6095,13,Yes
1,90,2,0,2,155,153,153,153,35,No
1,17,1,0,1,43,43,43,43,35,Yes
1,14,2,0,2,42,41,41,41,35,No
1,61,3,0,3,155,104,105,104,35,Yes
1,67,5,2,5,148,103,105,103,35,Yes
1,53,4,0,4,126,91,92,91,35,Yes
1,69,3,0,3,151,100,101,100,35,Yes
1,18,1,0,1,45,45,45,45,35,No
1,11,2,0,2,35,31,32,31,35,Yes
1,74,1,0,1,111,111,111,111,35,No
1,10,2,0,2,36,35,35,35,35,No
1,47,1,0,1,81,81,81,81,35,Yes
1,6,1,0,1,27,27,27,27,35,No
1,6,1,0,1,28,28,28,28,35,No
1,9,2,0,2,30,29,29,29,35,Yes
1,309,4,1,4,600,561,566,561,35,Yes
1,37,2,0,2,80,64,64,64,35,No
1,5,2,0,2,30,29,29,29,35,No
1,36,2,0,2,65,64,64,64,35,No
1,6,2,0,2,40,37,37,37,35,No
1,41,2,0,2,79,68,68,68,35,Yes
1,100,3,0,3,165,153,154,153,35,Yes
1,45,2,0,2,73,72,72,72,35,Yes
1,271,6,2,6,400,364,385,364,35,Yes
1,37,2,0,2,78,76,76,76,35,No
1,108,3,0,3,163,158,159,158,35,Yes
1,493,3,0,3,886,736,737,736,35,Yes
1,47,2,0,2,76,74,74,74,35,No
1,54,3,0,3,97,93,94,93,35,Yes
1,4,1,0,1,22,22,22,22,35,No
1,293,3,0,3,439,426,427,426,35,Yes
1,32,1,0,1,62,62,62,62,35,No
1,28,2,0,2,59,58,58,58,35,No
1,12,2,0,2,96,91,91,91,35,Yes
1,4,2,0,2,28,27,27,27,35,No
1,37,2,0,2,79,77,77,77,35,No
1,337,3,0,3,742,703,704,703,35,Yes
1,10,2,0,2,67,63,63,63,35,No
1,15,1,0,1,37,37,37,37,35,Yes
1,27,2,0,2,65,64,64,64,35,No
1,79,2,0,2,127,124,124,124,35,No
1,114,4,0,4,167,159,160,159,35,Yes
1,13,2,0,2,41,36,36,36,35,Yes
1,31,2,0,2,60,57,58,57,35,Yes
1,35,1,0,1,62,62,62,62,35,No
1,74,4,0,4,142,129,130,129,35,Yes
1,42,2,0,2,76,73,74,73,35,Yes
1,55,3,0,3,86,82,83,82,35,Yes
1,41,1,0,1,74,74,74,74,35,No
1,14,2,0,2,50,48,48,48,35,No
1,25,2,0,2,61,60,60,60,35,No
1,37,3,0,3,76,70,70,70,35,Yes
1,140,4,0,4,202,180,183,180,35,Yes
1,24,1,0,1,53,53,53,53,35,No
1,305,4,1,4,472,450,452,450,35,Yes
1,16,1,0,1,39,39,39,39,35,No
1,43,2,0,2,82,78,78,78,35,Yes
1,28,2,0,2,65,64,64,64,35,Yes
1,5,2,0,2,32,31,31,31,35,No
1,7,2,0,2,61,57,57,57,35,No
1,13,2,0,2,111,104,104,104,35,Yes
1,11,1,0,1,32,32,32,32,35,Yes
1,178,3,0,3,279,226,227,226,35,No
1,125,4,1,4,208,187,197,187,35,Yes
1,12,2,0,2,81,75,75,75,35,Yes
1,7,1,0,1,28,28,28,28,35,No
1,26,2,0,2,54,52,52,52,35,Yes
1,325,3,0,3,506,428,429,428,35,Yes
1,62,2,0,2,134,104,104,104,35,No
1,13,1,0,1,35,35,35,35,35,Yes
1,67,2,0,2,99,98,98,98,35,No
1,34,2,0,2,60,57,58,57,35,No
1,25,1,0,1,51,51,51,51,35,No
1,22,3,0,2,112,57,105,57,35,No
1,181,3,0,3,250,230,230,230,35,Yes
1,76,3,0,3,138,133,134,133,35,Yes
1,132,4,0,4,230,221,222,221,35,Yes
1,32,2,0,2,64,61,62,61,35,Yes
1,78,3,1,3,133,128,129,128,12,Yes
1,37,2,0,2,68,65,65,65,35,Yes
1,73,1,0,1,116,116,116,116,35,Yes
1,112,2,0,2,177,166,166,166,35,Yes
1,536,3,0,3,731,692,693,692,35,Yes
1,58,3,0,3,101,93,93,93,35,Yes
1,202,3,0,3,276,260,260,260,35,Yes
1,122,1,0,1,170,170,170,170,35,No
1,110,8,3,8,186,126,168,126,35,Yes
1,74,2,0,2,114,112,112,112,35,Yes
1,44,2,0,2,79,76,76,76,35,Yes
1,86,2,0,2,131,129,129,129,35,Yes
1,27,1,0,1,53,53,53,53,35,Yes
1,223,3,0,3,311,305,306,305,35,Yes
1,29,1,0,1,54,54,54,54,35,No
1,195,2,0,2,277,268,268,268,35,Yes
1,28,2,0,2,53,52,52,52,35,No
1,139,2,0,2,223,206,206,206,35,No
1,36,2,0,2,66,64,64,64,35,Yes
1,136,1,1,1,206,206,206,206,2,Yes
1,230,4,1,4,319,311,315,311,35,Yes
1,20,1,0,1,47,47,47,47,35,Yes
1,57,2,0,2,93,92,92,92,35,No
2,87,0,0,0,0,0,0,0,0,Yes
2,295,2,1,2,305,294,124,123,62,Yes
2,520,20,18,20,580,106,-262,53,62,Yes
2,108,2,2,2,63,58,58,53,62,Yes
2,121,0,0,0,0,0,0,0,0,Yes
2,319,12,11,12,375,253,2,59,62,Yes
2,179,4,4,4,130,79,51,20,62,Yes
2,14,8,7,8,128,92,-505,21,62,Yes
2,29,5,5,5,74,36,-87,30,62,Yes
2,133,2,2,2,9,6,6,4,62,Yes
2,83,0,0,0,0,0,0,0,0,Yes
2,29,1,1,1,12,12,2,2,62,Yes
2,218,1,1,1,11,11,11,11,62,Yes
2,214,6,6,6,152,106,34,68,62,Yes
2,411,4,4,4,91,73,72,62,31,Yes
2,131,3,3,3,19,9,11,7,62,Yes
2,30,1,1,1,9,9,5,5,62,Yes
2,108,3,3,3,8,4,-1,1,62,Yes
2,9,1,1,1,13,13,4,4,62,Yes
2,72,2,2,2,26,25,-7,0,62,Yes
2,24,0,0,0,0,0,0,0,0,Yes
2,40,0,0,0,0,0,0,0,0,Yes
2,531,9,8,9,221,95,143,65,62,Yes
2,174,5,4,5,70,44,64,44,62,Yes
2,105,1,1,1,5,5,2,2,62,Yes
2,93,6,6,6,30,19,-43,2,62,Yes
2,51,1,1,1,26,26,17,17,62,Yes
2,104,2,2,2,5,4,4,4,62,Yes
2,120,3,3,3,17,15,16,15,62,Yes
2,85,5,5,5,59,37,24,14,44,Yes
2,42,1,1,1,2,2,1,1,29,Yes
2,46,1,1,1,25,25,3,3,62,Yes
2,47,0,0,0,0,0,0,0,0,No
2,22,3,3,3,19,10,17,9,62,Yes
2,72,4,3,4,74,30,73,30,62,Yes
2,202,8,7,8,194,110,182,110,62,Yes
2,158,4,4,4,36,23,30,23,27,Yes
2,106,2,2,2,12,7,-18,3,27,Yes
2,321,4,4,4,29,15,-7,6,27,Yes
2,113,1,1,1,5,5,5,5,27,Yes
2,21,1,1,1,5,5,3,3,27,Yes
2,55,1,1,1,1,1,0,0,27,Yes
2,167,3,3,3,49,26,46,26,62,Yes
2,61,3,3,3,20,10,18,8,62,Yes
2,390,9,8,9,153,61,114,59,62,Yes
2,59,0,0,0,0,0,0,0,0,Yes
2,318,4,2,4,9,5,-4,0,62,Yes
2,477,10,9,10,193,48,91,43,62,Yes
2,124,2,1,2,193,190,191,190,62,Yes
2,104,0,0,0,0,0,0,0,0,Yes
2,84,0,0,0,0,0,0,0,0,Yes
2,39,1,1,1,2,2,0,0,62,Yes
2,190,3,3,3,43,33,22,19,62,Yes
2,22,0,0,0,0,0,0,0,0,Yes
2,10,0,0,0,0,0,0,0,0,Yes
2,41,0,0,0,0,0,0,0,0,Yes
2,15,0,0,0,0,0,0,0,0,Yes
2,25,0,0,0,0,0,0,0,0,Yes
2,44,0,0,0,0,0,0,0,0,Yes
2,135,8,8,8,116,61,93,60,27,Yes
2,34,0,0,0,0,0,0,0,0,Yes
2,449,6,6,6,163,155,117,150,62,Yes
2,145,5,5,5,214,127,207,127,52,Yes
2,236,4,4,4,47,33,35,31,29,Yes
2,17,0,0,0,0,0,0,0,0,No
2,17,0,0,0,0,0,0,0,0,No
2,17,0,0,0,0,0,0,0,0,No
2,16,0,0,0,0,0,0,0,0,No
2,14,1,1,1,0,0,-4,0,27,No
2,91,1,1,1,3,3,-2,0,27,Yes
2,188,1,1,1,4,4,0,0,27,Yes
2,75,1,1,1,1,1,0,0,32,Yes
2,173,0,0,0,0,0,0,0,0,Yes
2,20,7,6,7,119,30,-208,30,62,Yes
2,202,2,2,2,15,13,1,1,62,Yes
2,232,2,2,2,76,76,53,76,62,Yes
2,157,3,3,3,55,44,40,39,29,Yes
2,838,2,2,2,131,126,127,126,62,Yes
2,60,2,2,2,5,3,0,1,41,Yes
2,44,1,1,1,25,25,25,25,62,Yes
2,148,2,2,2,4,3,-3,1,62,Yes
2,62,0,0,0,0,0,0,0,0,Yes
2,34,1,1,1,12,12,12,12,28,Yes
2,72,1,1,1,3,3,0,0,62,Yes
2,79,2,2,2,40,39,38,39,62,Yes
2,77,0,0,0,0,0,0,0,0,Yes
2,36,1,1,1,1,1,1,1,62,Yes
2,28,0,0,0,0,0,0,0,0,No
2,6,0,0,0,0,0,0,0,0,No
2,7,0,0,0,0,0,0,0,0,No
2,10,0,0,0,0,0,0,0,0,No
2,40,3,3,3,86,47,81,47,62,Yes
2,94,1,1,1,3,3,3,3,62,Yes
2,94,1,1,1,4,4,4,4,62,Yes
2,136,1,1,1,15,15,13,13,62,Yes
2,24,0,0,0,0,0,0,0,0,No
2,109,1,0,1,59,59,37,37,62,Yes
2,24,0,0,0,0,0,0,0,0,No
2,83,1,1,1,9,9,-1,0,62,Yes
2,41,0,0,0,0,0,0,0,0,No
2,10,0,0,0,0,0,0,0,0,No
2,10,0,0,0,0,0,0,0,0,No
2,10,0,0,0,0,0,0,0,0,No
2,45,0,0,0,0,0,0,0,0,Yes
2,40,0,0,0,0,0,0,0,0,Yes
2,38,0,0,0,0,0,0,0,0,Yes
2,58,1,1,1,14,14,0,0,62,Yes
2,172,1,1,1,42,42,6,6,62,Yes
2,46,0,0,0,0,0,0,0,0,Yes
2,29,0,0,0,0,0,0,0,0,No
2,66,1,1,1,7,7,6,6,62,No
2,178,1,1,1,5,5,-6,0,28,Yes
2,132,1,1,1,12,12,11,11,62,Yes
2,445,4,4,4,120,38,96,37,62,Yes
2,202,1,1,1,1,1,0,0,62,Yes
2,53,1,1,1,5,5,4,4,62,Yes
2,17,0,0,0,0,0,0,0,0,No
2,34,0,0,0,0,0,0,0,0,No
2,6,0,0,0,0,0,0,0,0,No
2,93,0,0,0,0,0,0,0,0,Yes
2,26,0,0,0,0,0,0,0,0,No
2,24,0,0,0,0,0,0,0,0,No
2,61,0,0,0,0,0,0,0,0,Yes
2,76,1,1,1,5,5,5,5,62,Yes
2,18,0,0,0,0,0,0,0,0,No
2,18,0,0,0,0,0,0,0,0,No
2,29,1,1,1,3,3,0,0,62,Yes
2,15,0,0,0,0,0,0,0,0,No
2,18,0,0,0,0,0,0,0,0,Yes
2,72,0,0,0,0,0,0,0,0,Yes
2,29,0,0,0,0,0,0,0,0,Yes
2,114,0,0,0,0,0,0,0,0,Yes
2,5808,1,1,1,6504,6504,156,156,40,Yes
2,90,0,0,0,0,0,0,0,0,No
2,17,1,1,1,1,1,0,0,62,Yes
2,14,0,0,0,0,0,0,0,0,No
2,61,0,0,0,0,0,0,0,0,Yes
2,67,0,0,0,0,0,0,0,0,Yes
2,53,0,0,0,0,0,0,0,0,Yes
2,69,0,0,0,0,0,0,0,0,Yes
2,18,0,0,0,0,0,0,0,0,No
2,11,1,1,1,1,1,0,0,62,Yes
2,74,0,0,0,0,0,0,0,0,No
2,10,0,0,0,0,0,0,0,0,No
2,51,1,1,1,4,4,4,4,62,Yes
2,6,0,0,0,0,0,0,0,0,No
2,6,0,0,0,0,0,0,0,0,No
2,11,2,2,2,7,5,7,5,62,Yes
2,313,2,1,2,11,8,8,5,62,Yes
2,40,1,0,1,3,3,3,3,62,No
2,5,0,0,0,0,0,0,0,0,No
2,43,1,0,1,8,8,8,8,62,No
2,6,0,0,0,0,0,0,0,0,No
2,50,1,0,1,9,9,9,9,62,Yes
2,113,1,0,1,14,14,14,14,62,Yes
2,54,1,0,1,10,10,9,9,62,Yes
2,315,3,2,3,79,53,51,53,62,Yes
2,37,0,0,0,0,0,0,0,0,No
2,109,1,0,1,1,1,1,1,62,Yes
2,637,3,3,3,207,165,169,131,62,Yes
2,47,0,0,0,0,0,0,0,0,No
2,54,0,0,0,0,0,0,0,0,Yes
2,4,0,0,0,0,0,0,0,0,No
2,341,2,2,2,62,50,54,42,62,Yes
2,32,0,0,0,0,0,0,0,0,No
2,28,0,0,0,0,0,0,0,0,No
2,15,1,1,1,3,3,3,3,62,Yes
2,4,0,0,0,0,0,0,0,0,No
2,37,0,0,0,0,0,0,0,0,No
2,371,3,2,3,43,29,40,28,62,Yes
2,10,0,0,0,0,0,0,0,0,No
2,15,0,0,0,0,0,0,0,0,Yes
2,27,0,0,0,0,0,0,0,0,No
2,79,0,0,0,0,0,0,0,0,No
2,123,2,2,2,21,11,12,10,62,Yes
2,13,1,1,1,2,2,0,0,62,Yes
2,31,0,0,0,0,0,0,0,0,Yes
2,35,0,0,0,0,0,0,0,0,No
2,78,1,1,1,4,4,2,2,62,Yes
2,42,1,1,1,1,1,0,0,62,Yes
2,55,0,0,0,0,0,0,0,0,Yes
2,41,0,0,0,0,0,0,0,0,No
2,14,0,0,0,0,0,0,0,0,No
2,25,0,0,0,0,0,0,0,0,No
2,51,1,1,1,18,18,16,16,62,Yes
2,285,3,3,3,253,241,172,174,62,Yes
2,24,0,0,0,0,0,0,0,0,No
2,440,4,4,4,185,98,160,92,62,Yes
2,16,0,0,0,0,0,0,0,0,No
2,43,0,0,0,0,0,0,0,0,Yes
2,40,1,1,1,24,24,21,21,62,Yes
2,5,0,0,0,0,0,0,0,0,No
2,7,0,0,0,0,0,0,0,0,No
2,14,1,1,1,4,4,4,4,62,No
2,11,1,1,1,1,1,0,0,62,Yes
2,178,0,0,0,0,0,0,0,0,No
2,128,1,1,1,4,4,4,4,62,Yes
2,13,1,1,1,5,5,5,5,62,Yes
2,7,0,0,0,0,0,0,0,0,No
2,29,1,1,1,5,5,5,5,62,Yes
2,339,2,2,2,18,17,17,17,62,Yes
2,62,0,0,0,0,0,0,0,0,No
2,13,1,1,1,1,1,0,0,62,Yes
2,67,0,0,0,0,0,0,0,0,No
2,34,0,0,0,0,0,0,0,0,No
2,25,0,0,0,0,0,0,0,0,No
2,22,0,0,0,0,0,0,0,0,No
2,181,0,0,0,0,0,0,0,0,Yes
2,93,3,3,3,31,25,20,16,62,Yes
2,161,2,2,2,49,42,29,25,62,Yes
2,33,1,1,1,1,1,1,1,62,Yes
2,79,1,1,1,1,1,1,1,39,Yes
2,43,2,2,2,9,5,9,5,62,Yes
2,73,0,0,0,0,0,0,0,0,Yes
2,112,0,0,0,0,0,0,0,0,Yes
2,563,3,3,3,55,31,33,30,62,Yes
2,180,1,1,1,172,172,172,172,62,Yes
2,204,1,1,1,2,2,1,1,62,Yes
2,122,0,0,0,0,0,0,0,0,No
2,163,3,3,3,101,47,73,46,62,Yes
2,80,1,1,1,12,12,12,12,62,Yes
2,44,0,0,0,0,0,0,0,0,Yes
2,93,1,1,1,11,11,10,10,62,Yes
2,27,0,0,0,0,0,0,0,0,Yes
2,223,0,0,0,0,0,0,0,0,Yes
2,29,0,0,0,0,0,0,0,0,No
2,195,0,0,0,0,0,0,0,0,Yes
2,28,0,0,0,0,0,0,0,0,No
2,141,1,1,1,3,3,2,2,62,Yes
2,36,0,0,0,0,0,0,0,0,Yes
2,136,0,0,0,0,0,0,0,0,Yes
2,230,0,0,0,0,0,0,0,0,Yes
2,20,0,0,0,0,0,0,0,0,Yes
2,57,0,0,0,0,0,0,0,0,No
2,168,3,2,3,227,177,215,177,12,Yes
2,227,2,1,2,284,260,271,260,12,Yes
2,363,4,3,4,528,425,447,425,12,Yes
2,173,3,2,3,216,211,214,211,12,Yes
2,21,2,1,2,53,52,51,52,18,Yes
2,5,2,1,2,33,33,31,33,18,No
2,142,2,2,2,202,195,196,195,12,Yes
2,9,1,1,1,40,40,40,40,12,Yes
2,315,4,4,4,401,228,379,211,14,Yes
2,321,7,6,7,545,378,509,378,13,Yes
2,8,1,1,1,32,32,32,32,11,No
2,39,2,2,2,74,69,66,69,11,Yes
2,113,4,4,4,211,183,187,183,7,Yes
2,361,3,3,3,589,550,576,550,7,Yes
2,106,3,3,3,161,157,158,157,17,Yes
2,4,2,1,2,80,79,27,79,18,Yes
2,611,7,7,7,842,712,788,712,11,Yes
2,10,1,0,1,60,60,60,60,18,Yes
2,49,2,2,2,118,113,88,113,11,Yes
2,23,2,2,2,55,53,52,53,11,Yes
2,16,1,1,1,91,91,91,91,7,Yes
2,4,1,0,1,27,27,27,27,20,No
2,43,2,0,2,89,84,88,84,20,No
2,68,1,1,1,132,132,132,132,9,No
2,136,1,0,1,236,236,236,236,18,Yes
2,55,1,0,1,90,90,90,90,18,Yes
2,10,1,0,1,58,58,58,58,18,Yes
2,395,2,2,2,666,665,665,665,12,Yes
2,18,1,1,1,55,55,55,55,4,Yes
2,400,9,9,9,617,394,582,394,17,Yes
2,203,3,3,3,332,317,319,317,13,Yes
2,218,2,2,2,323,298,321,298,12,Yes
2,188,5,5,5,263,143,249,133,14,Yes
2,53,1,1,1,88,88,88,88,0,Yes
2,88,1,1,1,127,127,127,127,11,No
2,10,1,1,1,30,30,30,30,17,Yes
2,63,3,2,3,106,101,101,101,18,Yes
2,121,1,1,1,167,167,167,167,9,Yes
2,41,1,1,1,77,77,77,77,9,Yes
2,192,3,3,3,345,336,339,336,12,Yes
2,95,2,2,2,169,166,166,166,14,Yes
2,43,1,1,1,74,74,74,74,8,Yes
2,111,3,3,3,163,133,163,133,12,Yes
2,10,1,1,1,36,36,36,36,5,No
2,211,3,2,3,407,397,400,397,17,Yes
2,326,2,1,2,428,424,425,424,17,Yes
2,846,2,1,2,1057,1029,1041,1029,17,Yes
2,60,1,0,1,92,92,92,92,17,Yes
2,266,2,1,2,357,357,355,357,17,Yes
2,24,2,1,2,52,51,51,51,10,Yes
2,4,1,0,1,31,31,31,31,10,No
2,5,1,0,1,37,37,37,37,11,No
2,4,1,0,1,27,27,27,27,11,No
2,17,1,0,1,48,48,48,48,11,No
2,42,1,0,1,77,77,77,77,10,Yes
2,11,1,0,1,63,63,63,63,10,No
2,33,1,0,1,64,64,64,64,10,No
2,7,1,0,1,45,45,45,45,10,No
2,178,1,1,1,241,241,241,241,12,Yes
2,206,1,1,1,272,272,272,272,4,Yes
2,182,1,1,1,246,246,246,246,23,Yes
3,87,0,0,0,0,0,0,0,0,Yes
3,288,1,1,1,15,15,-11,0,93,Yes
3,901,17,11,17,635,175,478,153,93,Yes
3,111,1,0,1,5,5,4,4,93,Yes
3,121,0,0,0,0,0,0,0,0,Yes
3,367,6,5,6,123,62,78,43,93,Yes
3,259,3,2,3,109,63,106,62,93,Yes
3,16,1,1,1,4,4,4,4,93,Yes
3,29,1,1,1,2,2,0,0,93,Yes
3,133,0,0,0,0,0,0,0,0,Yes
3,83,0,0,0,0,0,0,0,0,Yes
3,29,0,0,0,0,0,0,0,0,Yes
3,258,4,1,4,44,11,44,11,93,Yes
3,237,10,7,10,121,73,66,66,93,Yes
3,396,13,7,13,319,101,-22,83,63,Yes
3,201,3,2,3,122,111,98,99,93,Yes
3,30,0,0,0,0,0,0,0,0,Yes
3,115,1,0,1,7,7,7,7,93,Yes
3,15,2,1,2,38,25,25,14,93,No
3,62,4,1,4,16,9,-13,3,93,Yes
